CustomerID,Gender,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-0187,Female,0,No,Yes,68,Yes,Yes,Fiber optic,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,87.69,6116.71,Yes
CUST-0188,Male,0,No,Yes,58,Yes,Yes,DSL,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,58.46,3400.69,No
CUST-0189,Male,0,No,Yes,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),32.15,2034.16,No
CUST-0190,Female,0,Yes,Yes,71,Yes,No,Fiber optic,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,90.81,6293.18,Yes
CUST-0191,Male,0,No,Yes,5,Yes,No,DSL,No,No,No,Yes,Month-to-month,Yes,Mailed check,67.3,351.35,Yes
CUST-0192,Male,0,No,No,5,No,No phone service,Fiber optic,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),103.06,516.83,Yes
CUST-0193,Male,0,Yes,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,44.25,91.42,No
CUST-0194,Male,0,No,Yes,1,Yes,No,Fiber optic,Yes,Yes,Yes,No,One year,No,Electronic check,98.07,96.75,Yes
CUST-0195,Male,1,Yes,Yes,55,Yes,No,DSL,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),71.76,3789.18,No
CUST-0196,Female,0,No,Yes,57,Yes,No,DSL,Yes,No,No,No,Two year,No,Credit card (automatic),65.5,3798.59,No
CUST-0197,Female,0,Yes,No,58,Yes,No phone service,DSL,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),59.17,3262.74,No
CUST-0198,Female,0,Yes,Yes,11,Yes,No,Fiber optic,No,No,No,Yes,One year,No,Mailed check,95.49,1047.84,Yes
CUST-0199,Male,0,Yes,Yes,9,Yes,Yes,Fiber optic,No,No,No,Yes,One year,No,Credit card (automatic),96.1,838.34,No
CUST-0200,Male,0,Yes,Yes,59,Yes,Yes,DSL,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),69.85,4173.59,No
CUST-0201,Male,0,No,No,7,Yes,Yes,DSL,Yes,No,Yes,No,Month-to-month,No,Electronic check,59.4,435.72,Yes
CUST-0202,Female,0,Yes,No,5,Yes,Yes,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),92.37,460.19,Yes
CUST-0203,Male,0,No,Yes,1,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),32.28,33.31,Yes
CUST-0204,Male,0,Yes,Yes,6,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Two year,Yes,Electronic check,104.19,625.62,No
CUST-0205,Female,0,Yes,Yes,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),33.88,2133.48,No
CUST-0206,Male,0,Yes,No,66,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Yes,Credit card (automatic),100.1,6891.09,No
CUST-0207,Female,0,No,Yes,3,Yes,No,DSL,Yes,No,No,Yes,One year,Yes,Credit card (automatic),70.02,218.24,Yes
CUST-0208,Female,0,Yes,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,30.31,62.35,No
CUST-0209,Female,0,No,Yes,55,Yes,Yes,Fiber optic,No,Yes,No,No,Two year,Yes,Mailed check,96.44,5195.99,No
CUST-0210,Male,0,No,Yes,11,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),102.89,1136.84,Yes
CUST-0211,Male,0,No,Yes,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),34.5,2180.83,No
CUST-0212,Male,0,No,No,6,Yes,No,DSL,No,Yes,No,No,Month-to-month,Yes,Mailed check,73.9,440.93,No
CUST-0213,Male,0,No,Yes,1,Yes,Yes,DSL,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),59.29,59.2,Yes
CUST-0214,Male,0,No,Yes,63,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),86.48,5629.13,Yes
CUST-0215,Male,1,No,Yes,49,Yes,No,DSL,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),72.83,3709.95,Yes
CUST-0216,Male,1,No,No,7,Yes,No,DSL,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),71.95,499.37,Yes
CUST-0217,Female,0,No,Yes,60,Yes,Yes,DSL,Yes,No,Yes,No,One year,Yes,Mailed check,74.85,4274.5,No
CUST-0218,Male,0,Yes,No,6,Yes,No,DSL,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,68.59,426.42,No
CUST-0219,Female,0,Yes,Yes,71,Yes,No,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Mailed check,103.73,7125.2,No
CUST-0220,Male,0,Yes,Yes,1,Yes,No,DSL,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),71.54,72.41,No
CUST-0221,Male,0,Yes,Yes,65,Yes,No phone service,Fiber optic,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),101.89,6308.15,No
CUST-0222,Male,0,Yes,Yes,11,Yes,Yes,Fiber optic,Yes,No,No,Yes,One year,Yes,Electronic check,96.38,1049.56,Yes
CUST-0223,Female,0,No,Yes,62,No,No phone service,Fiber optic,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),92.65,6023.27,No
CUST-0224,Female,0,No,No,62,Yes,Yes,DSL,No,No,Yes,No,Month-to-month,Yes,Electronic check,73.69,4386.41,No
CUST-0225,Female,0,No,Yes,10,Yes,No,Fiber optic,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,93.64,929.28,Yes
CUST-0226,Female,0,No,Yes,11,Yes,No,DSL,No,Yes,No,No,Month-to-month,No,Credit card (automatic),65.78,709.59,Yes
CUST-0227,Male,0,No,Yes,7,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,93.92,684.09,Yes
CUST-0228,Female,0,No,No,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),36.3,2371.13,No
CUST-0229,Male,0,No,No,56,Yes,No,Fiber optic,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),94.41,5148.29,No
CUST-0230,Male,0,Yes,Yes,11,Yes,No,Fiber optic,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,85.96,905.95,Yes
CUST-0231,Female,0,Yes,No,68,Yes,No phone service,Fiber optic,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),102.64,7068.32,No
CUST-0232,Female,1,Yes,Yes,54,Yes,No phone service,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),93.89,4986.99,Yes
CUST-0233,Female,0,Yes,Yes,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,36.78,2020.24,No
CUST-0234,Female,0,No,No,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),27.78,238.35,Yes
CUST-0235,Female,0,No,No,5,Yes,No,Fiber optic,No,No,No,Yes,One year,No,Credit card (automatic),85.07,409.75,Yes
CUST-0236,Female,0,No,Yes,11,Yes,Yes,Fiber optic,No,No,Yes,No,Month-to-month,No,Electronic check,89.91,1007.4,Yes
CUST-0237,Female,0,Yes,Yes,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,39.09,2543.81,No
CUST-0238,Female,0,No,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),26.98,195.64,Yes
CUST-0239,Male,0,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,Two year,Yes,Bank transfer (automatic),103.18,493.12,No
CUST-0240,Female,0,No,Yes,3,Yes,Yes,Fiber optic,Yes,Yes,No,No,Month-to-month,No,Electronic check,89.3,260.28,Yes
CUST-0241,Female,0,Yes,Yes,4,No,No phone service,DSL,No,No,Yes,No,Month-to-month,No,Mailed check,59.09,248.15,No
CUST-0242,Male,0,No,Yes,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),28.63,1450.37,No
CUST-0243,Female,0,Yes,Yes,66,Yes,No,DSL,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),55.28,3722.51,No
CUST-0244,Male,0,Yes,Yes,9,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),100.44,875.24,Yes
CUST-0245,Male,0,Yes,No,2,Yes,No,DSL,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),72.5,146.59,No
CUST-0246,Female,1,Yes,Yes,11,Yes,Yes,DSL,No,No,Yes,No,One year,No,Credit card (automatic),67.28,756.85,No
CUST-0247,Male,0,No,Yes,11,Yes,No,Fiber optic,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,88.76,958.29,Yes
CUST-0248,Male,0,Yes,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),30.71,95.15,Yes
CUST-0249,Male,0,Yes,No,7,Yes,Yes,DSL,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),64.52,456.3,Yes
CUST-0250,Male,0,No,Yes,58,Yes,No,Fiber optic,No,Yes,No,No,Two year,Yes,Mailed check,104.09,5970.1,No
CUST-0251,Female,0,No,Yes,58,Yes,Yes,DSL,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),59.95,3496.97,Yes
CUST-0252,Male,0,Yes,No,6,Yes,No phone service,DSL,No,Yes,Yes,No,One year,No,Bank transfer (automatic),69.63,421.0,Yes
CUST-0253,Female,0,No,No,1,No,No phone service,Fiber optic,No,Yes,No,Yes,Month-to-month,No,Electronic check,93.79,90.65,Yes
CUST-0254,Male,0,Yes,No,58,Yes,No,Fiber optic,No,No,No,No,One year,No,Electronic check,90.96,5224.19,No
CUST-0255,Male,0,Yes,No,9,No,No phone service,DSL,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,64.12,568.03,No
CUST-0256,Male,0,Yes,Yes,1,Yes,No phone service,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),86.42,85.57,Yes
CUST-0257,Male,0,Yes,No,8,No,No phone service,DSL,No,No,No,No,Month-to-month,Yes,Credit card (automatic),70.97,582.62,Yes
CUST-0258,Female,0,No,Yes,59,Yes,Yes,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.87,5292.84,Yes
CUST-0259,Female,0,Yes,No,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),39.51,2474.87,No
CUST-0260,Male,0,No,No,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,26.37,1704.32,No
CUST-0261,Male,0,No,No,61,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Yes,Credit card (automatic),104.1,6296.69,No
CUST-0262,Female,1,No,Yes,70,Yes,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),88.86,6398.71,No
CUST-0263,Male,0,No,Yes,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),42.65,2913.88,Yes
CUST-0264,Male,0,Yes,Yes,56,Yes,Yes,DSL,No,Yes,No,No,One year,Yes,Mailed check,71.19,4005.36,No
CUST-0265,Male,0,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),44.36,339.01,No
CUST-0266,Female,0,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),34.56,68.41,No
CUST-0267,Female,0,No,Yes,60,Yes,No,DSL,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),69.55,4077.21,Yes
CUST-0268,Female,0,No,Yes,8,Yes,Yes,DSL,No,No,No,Yes,One year,Yes,Electronic check,62.41,524.25,Yes
CUST-0269,Male,0,Yes,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),28.69,309.51,No
CUST-0270,Male,0,Yes,No,71,Yes,Yes,Fiber optic,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),93.86,6920.4,No
CUST-0271,Female,0,Yes,No,3,Yes,No,DSL,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,58.31,178.03,Yes
CUST-0272,Female,1,No,Yes,8,Yes,No,DSL,Yes,Yes,No,No,Month-to-month,No,Mailed check,74.64,587.63,Yes
CUST-0273,Female,0,No,Yes,61,Yes,No,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),86.92,5325.5,No
CUST-0274,Female,0,Yes,No,48,Yes,Yes,Fiber optic,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),96.78,4803.84,Yes
CUST-0275,Male,0,Yes,No,10,Yes,No,Fiber optic,Yes,Yes,Yes,No,One year,Yes,Mailed check,97.53,1012.68,Yes
CUST-0276,Female,1,Yes,Yes,55,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,35.76,1900.09,No
CUST-0277,Male,0,Yes,Yes,54,Yes,Yes,DSL,No,No,No,Yes,Month-to-month,Yes,Mailed check,68.24,3626.04,Yes
CUST-0278,Female,0,No,Yes,61,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),87.32,5238.97,No
CUST-0279,Male,1,Yes,Yes,65,Yes,No phone service,Fiber optic,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),96.1,5960.46,No
CUST-0280,Female,1,Yes,Yes,51,Yes,Yes,Fiber optic,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,90.74,4673.42,No
CUST-0281,Female,0,Yes,Yes,8,Yes,No,DSL,No,Yes,Yes,Yes,One year,Yes,Electronic check,73.8,611.38,Yes
CUST-0282,Female,0,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,40.24,79.53,Yes
CUST-0283,Female,0,No,Yes,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,44.45,2731.04,No
CUST-0284,Male,0,Yes,No,2,Yes,Yes,Fiber optic,No,Yes,No,Yes,Two year,Yes,Mailed check,85.75,173.69,Yes
CUST-0285,Female,1,No,Yes,3,Yes,No phone service,Fiber optic,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),90.7,268.72,Yes
CUST-0286,Male,0,Yes,Yes,58,Yes,Yes,DSL,No,No,No,No,One year,No,Bank transfer (automatic),58.91,3294.05,No
CUST-0287,Male,0,Yes,Yes,71,Yes,Yes,Fiber optic,No,No,No,Yes,Two year,Yes,Electronic check,85.22,6177.5,Yes
CUST-0288,Male,0,No,Yes,58,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),89.85,5395.87,No
CUST-0289,Male,0,Yes,No,10,Yes,Yes,Fiber optic,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,98.58,1004.08,Yes
CUST-0290,Female,0,No,No,61,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),29.62,1719.81,No
CUST-0291,Male,0,No,Yes,50,Yes,No,Fiber optic,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,95.18,4623.96,Yes
CUST-0292,Male,0,Yes,Yes,6,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,No,Bank transfer (automatic),102.76,589.99,Yes
CUST-0293,Male,0,No,No,7,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),98.88,697.0,Yes
CUST-0294,Female,0,No,Yes,59,Yes,Yes,DSL,Yes,No,No,Yes,One year,Yes,Mailed check,62.89,3805.83,No
CUST-0295,Female,0,No,Yes,9,Yes,No,Fiber optic,Yes,No,No,No,Month-to-month,No,Credit card (automatic),92.45,799.64,Yes
CUST-0296,Female,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Yes,Mailed check,94.11,291.9,Yes
CUST-0297,Female,0,No,Yes,52,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),88.54,4629.68,No
CUST-0298,Male,0,No,Yes,4,No,No phone service,Fiber optic,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),97.68,398.14,Yes
CUST-0299,Male,0,No,Yes,54,Yes,No,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),92.28,5218.2,No
CUST-0300,Female,0,No,No,11,Yes,No,Fiber optic,Yes,No,Yes,No,One year,No,Mailed check,102.05,1075.79,No
CUST-0301,Male,0,Yes,Yes,70,Yes,No,Fiber optic,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),100.13,7290.4,No
CUST-0302,Male,0,Yes,Yes,71,Yes,Yes,Fiber optic,No,Yes,Yes,No,Month-to-month,No,Electronic check,97.21,6643.87,No
CUST-0303,Male,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),32.28,319.38,Yes
CUST-0304,Female,0,Yes,Yes,62,Yes,No phone service,DSL,No,Yes,Yes,No,Two year,Yes,Mailed check,59.2,3799.3,No
CUST-0305,Female,0,No,No,9,No,No phone service,DSL,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),70.52,660.49,Yes
CUST-0306,Male,1,No,Yes,4,Yes,No,Fiber optic,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),94.73,379.15,Yes
CUST-0307,Female,0,Yes,No,3,Yes,Yes,DSL,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),59.5,180.16,No
CUST-0308,Female,0,No,Yes,52,Yes,No,DSL,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),58.9,3126.74,No
CUST-0309,Female,0,No,Yes,7,Yes,No,Fiber optic,No,No,No,Yes,One year,Yes,Bank transfer (automatic),88.31,638.73,No
CUST-0310,Female,0,No,Yes,53,Yes,No,Fiber optic,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),100.54,5127.1,Yes
CUST-0311,Female,0,No,Yes,59,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),89.58,5449.08,Yes
CUST-0312,Male,0,Yes,No,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),35.53,1844.25,No
CUST-0313,Female,0,No,No,55,Yes,No,Fiber optic,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),94.03,5146.16,No
CUST-0314,Male,0,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,36.59,36.31,No
CUST-0315,Male,0,No,Yes,5,Yes,Yes,DSL,No,No,Yes,No,Month-to-month,Yes,Electronic check,72.54,363.05,Yes
CUST-0316,Female,1,Yes,No,53,Yes,No phone service,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Electronic check,102.35,5666.24,No
CUST-0317,Male,0,No,No,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,34.02,376.04,Yes
CUST-0318,Male,1,Yes,Yes,11,Yes,No,Fiber optic,No,Yes,No,No,Month-to-month,No,Electronic check,85.31,980.91,Yes
CUST-0319,Male,0,Yes,Yes,5,Yes,No,Fiber optic,No,Yes,Yes,No,One year,Yes,Credit card (automatic),93.53,452.69,No
CUST-0320,Female,0,No,Yes,57,Yes,No,Fiber optic,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,97.12,5660.14,No
CUST-0321,Female,1,No,Yes,5,Yes,No phone service,DSL,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),66.16,341.1,Yes
CUST-0322,Male,0,Yes,Yes,71,Yes,Yes,Fiber optic,No,Yes,Yes,No,Month-to-month,No,Mailed check,98.03,7084.57,Yes
CUST-0323,Female,0,No,Yes,55,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),88.08,4896.28,No
CUST-0324,Female,0,Yes,Yes,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),37.93,267.24,Yes
CUST-0325,Female,0,Yes,No,63,Yes,No,DSL,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),58.65,3828.51,No
CUST-0326,Female,0,No,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,40.01,454.27,No
CUST-0327,Male,0,No,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),31.78,2110.11,Yes
CUST-0328,Male,0,Yes,Yes,62,Yes,Yes,DSL,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),69.2,4439.82,No
CUST-0329,Female,0,Yes,Yes,55,Yes,No,Fiber optic,No,Yes,Yes,No,Month-to-month,No,Electronic check,85.96,4687.03,No
CUST-0330,Female,0,Yes,Yes,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,33.16,64.68,Yes
CUST-0331,Male,0,Yes,Yes,59,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,39.1,2392.24,No
CUST-0332,Male,0,No,Yes,64,Yes,No,Fiber optic,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),89.54,5691.44,Yes
CUST-0333,Female,0,No,Yes,4,Yes,No,Fiber optic,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),100.91,416.07,Yes
CUST-0334,Male,0,No,Yes,51,No,No phone service,Fiber optic,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),97.62,4860.61,No
CUST-0335,Female,0,No,Yes,56,Yes,No,Fiber optic,No,No,No,Yes,Two year,No,Bank transfer (automatic),96.75,5149.29,No
CUST-0336,Female,1,No,No,8,Yes,Yes,DSL,No,No,Yes,Yes,Month-to-month,No,Mailed check,62.07,496.34,Yes
CUST-0337,Male,0,Yes,Yes,4,No,No phone service,Fiber optic,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),94.65,363.46,Yes
CUST-0338,Male,0,No,No,60,No,No phone service,DSL,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),66.95,4119.0,No
CUST-0339,Female,0,No,Yes,10,Yes,Yes,DSL,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),64.45,630.06,Yes
CUST-0340,Female,0,No,Yes,2,Yes,No,Fiber optic,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),98.97,196.82,Yes
CUST-0341,Male,0,No,Yes,58,Yes,No,Fiber optic,Yes,Yes,No,No,One year,Yes,Credit card (automatic),93.67,5208.72,No
CUST-0342,Female,0,No,Yes,11,Yes,Yes,Fiber optic,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),89.05,958.6,Yes
CUST-0343,Male,0,Yes,No,63,Yes,No,Fiber optic,Yes,Yes,No,No,Two year,Yes,Mailed check,89.28,5782.88,No
CUST-0344,Female,0,Yes,No,60,Yes,No,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),85.12,4929.03,No
CUST-0345,Male,0,Yes,No,65,Yes,No,DSL,Yes,No,No,No,Two year,No,Electronic check,61.02,4024.61,No
CUST-0346,Male,1,No,Yes,58,Yes,No,Fiber optic,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),99.98,6040.8,No
CUST-0347,Male,0,Yes,Yes,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,40.88,2247.4,No
CUST-0348,Female,0,Yes,Yes,2,Yes,No,Fiber optic,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),89.05,183.64,No
CUST-0349,Female,1,No,Yes,2,Yes,No,Fiber optic,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),104.18,200.21,Yes
CUST-0350,Male,0,No,Yes,9,Yes,Yes,Fiber optic,No,No,Yes,No,Two year,Yes,Credit card (automatic),95.05,834.11,No
CUST-0351,Female,0,No,Yes,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),43.34,2477.72,No
CUST-0352,Male,1,Yes,Yes,9,Yes,No,DSL,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),69.14,635.6,No
CUST-0353,Male,0,Yes,Yes,6,Yes,No,Fiber optic,Yes,Yes,No,Yes,One year,No,Credit card (automatic),99.45,605.02,Yes
CUST-0354,Female,0,No,No,2,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,86.7,176.24,Yes
CUST-0355,Female,0,No,No,3,Yes,Yes,Fiber optic,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,89.4,265.9,Yes
CUST-0356,Male,0,Yes,No,8,Yes,No,DSL,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),55.18,421.31,No
CUST-0357,Female,0,Yes,Yes,51,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),99.32,5209.53,No
CUST-0358,Female,0,No,Yes,50,Yes,Yes,DSL,No,Yes,Yes,No,One year,No,Electronic check,61.89,3149.74,No
CUST-0359,Male,1,No,Yes,67,Yes,No,Fiber optic,Yes,Yes,No,Yes,Two year,Yes,Mailed check,100.73,6730.76,No
CUST-0360,Male,0,Yes,No,67,Yes,No,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),91.78,6394.99,No
CUST-0361,Female,0,No,Yes,57,Yes,Yes,DSL,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),71.39,4002.37,No
CUST-0362,Male,0,Yes,Yes,8,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),27.61,216.37,No
CUST-0363,Male,0,Yes,No,7,Yes,No,DSL,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,58.47,424.53,No
CUST-0364,Female,0,Yes,Yes,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,31.82,1769.17,No
CUST-0365,Male,0,Yes,Yes,9,No,No phone service,Fiber optic,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,93.17,839.78,Yes
CUST-0366,Male,0,No,Yes,70,No,No phone service,DSL,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,61.97,4177.99,Yes
CUST-0367,Female,0,No,Yes,6,Yes,Yes,DSL,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),70.27,409.62,Yes
CUST-0368,Female,1,Yes,Yes,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,26.94,1833.11,Yes
CUST-0369,Male,0,Yes,Yes,5,Yes,No phone service,DSL,No,Yes,No,No,Two year,Yes,Mailed check,62.02,306.56,No
CUST-0370,Male,0,Yes,Yes,69,Yes,Yes,DSL,No,No,No,No,Month-to-month,No,Electronic check,71.74,5116.96,No
CUST-0371,Female,0,Yes,Yes,3,Yes,No,Fiber optic,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,86.34,270.66,Yes
CUST-0372,Female,0,Yes,No,64,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),103.85,6849.33,No
